T, P, Rho, Mu, Cp, K, h, s
568.421052631579, 4.657894736842105, 20.567114885408692, 1.9594582566180252e-05, 3112.0000033409406, 0.053170153189510426, 52673608.18683595, 112341.45000403063
568.421052631579, 4.7368421052631575, 20.983575236667654, 1.9586886669172287e-05, 3144.0819600384284, 0.053403461316719594, 52618797.259244956, 112124.58084893343
568.421052631579, 4.815789473684211, 21.403275892711545, 1.9579249280944377e-05, 3176.916305138328, 0.05363983739582173, 52563496.252306126, 111909.22556564277
568.421052631579, 4.894736842105263, 21.826290870312302, 1.957167140448523e-05, 3210.5333795392385, 0.05387937688081187, 52507694.65466679, 111695.29128101889
568.421052631579, 4.973684210526316, 22.252696937607585, 1.9564154083340123e-05, 3244.965023017783, 0.054122179981259934, 52451381.51234316, 111482.68797120624
568.421052631579, 5.052631578947368, 22.68257375365314, 1.955669840386303e-05, 3280.244623126879, 0.05436835196893042, 52394545.41334303, 111271.32820820628
568.421052631579, 5.131578947368421, 23.11600401586772, 1.9549305497643874e-05, 3316.407166087943, 0.05461800350640571, 52337174.47204351, 111061.12692364612
568.421052631579, 5.2105263157894735, 23.55307361591715, 1.9541976544124334e-05, 3353.489290630874, 0.05487125099958154, 52279256.31326694, 110852.00118803028
568.421052631579, 5.2894736842105265, 23.993871804655473, 1.9534712773416515e-05, 3391.5293460483012, 0.055128216976165725, 52220778.05597348, 110643.87000388849
568.421052631579, 5.368421052631579, 24.43849136682618, 1.9527515469339557e-05, 3430.567456112243, 0.05538903049263402, 52161726.296459734, 110436.65411133273
568.421052631579, 5.447368421052632, 24.887028806329692, 1.952038597269005e-05, 3470.6455909639553, 0.05565382757249418, 52102087.090915754, 110230.27580460299
568.421052631579, 5.526315789473684, 25.33958454298682, 1.9513325684763078e-05, 3511.8076496444146, 0.055922751679198204, 52041845.937148415, 110024.65875822179
568.421052631579, 5.605263157894736, 25.79626312187604, 1.9506336071141655e-05, 3554.0995565990384, 0.056195954227646165, 51980987.75522612, 109819.72786138862
568.421052631579, 5.684210526315789, 26.257173436500707, 1.949941866577329e-05, 3597.5693762829405, 0.05647359513897075, 51919496.866735406, 109615.40905922437
568.421052631579, 5.7631578947368425, 26.72242896725513, 1.9492575075353578e-05, 3642.267450932161, 0.05675584344420959, 51857356.97226458, 109411.62919942751
568.421052631579, 5.842105263157895, 27.192148036913874, 1.9485806984038072e-05, 3688.246567674249, 0.05704287794360755, 51794551.12663938, 109208.31588281831
568.421052631579, 5.921052631578947, 27.66645408517251, 1.9479116158505094e-05, 3735.5621624540995, 0.057334887929687245, 51731061.711330324, 109005.39731612947
568.421052631579, 6.0, 28.145475964631608, 1.9472504453393878e-05, 3784.2725697775295, 0.05763207398394605, 51666870.40332727, 108802.80216524312
578.9473684210527, 4.5, 19.13850186204753, 2.011594959947878e-05, 2913.299446220407, 0.05311763310639598, 53346692.17594022, 113764.88885428358
578.9473684210527, 4.578947368421052, 19.528936265925545, 2.0109477201393642e-05, 2938.3530012837136, 0.053322132348723086, 53298083.676944554, 113553.85869136236
